plantID,datetimeRecorded,leafTemp,ambientTemp,soilMoisture,redStrength,greenStrength,blueStrength,lightnessStrength,greenMagentaStrength,blueYellowStrength,hueStrength,saturationStrength,valueStrength
6,2021-07-29 23:57:54,21.85,22.25,972.0,54.621777,68.21891,39.32351,68.212425,116.44204,143.60262,46.63054,111.31125,69.61093
4,2021-07-29 23:58:11,23.15,23.15,381.0,40.134888,54.336933,27.441942,52.92313,116.36027,142.76726,46.566715,128.10101,54.340446
2,2021-07-29 23:58:31,22.59,23.43,1003.0,72.783394,89.96437,52.74293,91.289055,114.093376,147.14839,44.954082,103.640495,89.96437
3,2021-07-30 00:05:21,22.69,23.55,1015.0,43.319813,53.07604,26.91805,52.56694,118.52485,142.94417,46.471546,130.9821,54.68857
5,2021-07-30 00:05:39,21.634,22.73,774.0,59.876003,77.916626,41.86325,78.052284,113.67834,146.88773,45.842182,117.931244,77.91962
1,2021-07-30 00:55:17,21.73,22.75,1014.0,88.001114,110.16554,64.26213,110.91136,111.09491,150.6177,46.111305,103.4579,110.16554
6,2021-07-30 00:58:26,23.658,22.03,939.0,56.324265,69.81857,39.82641,69.91191,116.3383,144.19519,46.0201,112.82221,71.23087
4,2021-07-30 00:58:39,22.95,22.99,390.0,39.75242,53.433327,27.55606,52.031345,116.741325,142.24664,46.540077,125.17627,53.434
2,2021-07-30 00:59:05,22.41,23.23,992.0,68.63584,85.125725,49.953415,86.38916,114.610596,146.27551,45.11257,103.95318,85.125725
1,2021-07-30 01:25:34,21.71,22.75,1011.0,85.42218,108.242516,62.74683,108.8916,110.86103,150.39838,46.57129,104.47749,108.242516
6,2021-07-30 01:28:41,21.77,22.05,970.0,56.303223,69.23943,39.22723,69.40866,116.57371,144.30011,45.23699,114.05071,70.65636
4,2021-07-30 01:28:53,22.95,22.99,380.0,39.56856,53.41575,27.620983,51.977283,116.67624,142.17847,46.855877,124.65507,53.416378
2,2021-07-30 01:29:22,22.51,23.21,988.0,72.93578,89.8898,52.762558,91.2719,114.193436,147.13036,44.739567,103.57527,89.88999
3,2021-07-30 01:36:11,22.51,23.43,993.0,41.122704,52.464077,26.274328,51.38581,117.77893,142.72212,46.339417,129.5931,53.232086
1,2021-07-30 01:55:51,21.83,22.73,1015.0,90.73609,113.035995,64.715294,113.729485,110.77122,151.7851,45.521545,105.72401,113.035995
6,2021-07-30 01:58:57,21.57,22.01,956.0,56.432564,69.33911,39.080986,69.508316,116.53934,144.44427,45.127945,114.94983,70.79398
4,2021-07-30 01:59:08,22.93,22.95,378.0,39.187534,53.245365,27.778936,51.755863,116.63063,141.9673,47.279026,123.507805,53.246452
2,2021-07-30 01:59:39,22.41,23.17,1001.0,73.611244,89.46498,52.205914,91.023125,114.656845,147.33232,43.846092,104.22639,89.46498
5,2021-07-30 02:43:29,21.27,22.41,868.0,59.37534,76.36815,40.68977,76.6579,114.14166,146.8876,44.97259,119.453,76.37082
5,2021-07-30 04:14:17,20.89,21.97,855.0,57.885746,75.68722,41.618176,75.816154,114.01425,145.89128,46.559498,114.7975,75.69001
5,2021-07-29 06:26:29,21.27,21.47,1007.0,69.34392,104.61024,67.231865,103.36909,107.66184,145.09773,58.771523,114.64608,104.62937
5,2021-07-29 07:57:21,21.17,21.29,1003.0,82.99297,120.50756,65.28683,118.50244,104.70791,153.82693,48.532013,129.90938,122.25034
1,2021-07-29 19:52:32,22.07,23.11,1010.0,88.1959,109.71816,59.430836,110.54036,110.784805,153.10338,44.43475,115.28969,109.718185
6,2021-07-29 19:55:43,22.37,22.59,929.0,62.294617,78.27951,44.942776,78.51531,115.03352,145.4953,49.078785,116.91343,81.07064
4,2021-07-29 19:56:11,23.51,23.57,387.0,42.65314,58.680843,32.48133,57.573757,115.81015,141.97046,49.79612,121.62154,58.681328
2,2021-07-29 19:56:18,22.83,23.61,993.0,67.84652,89.546234,50.687916,89.64914,112.052315,147.53912,48.57982,112.48824,89.546486
5,2021-07-29 18:19:09,22.07,23.47,778.0,87.91753,130.03029,67.65176,126.440735,101.955376,156.69496,48.555523,131.35632,130.71318
3,2021-07-29 20:03:01,23.03,23.93,1003.0,46.06999,61.976894,31.681187,61.071213,115.369675,144.14268,47.836933,128.00395,61.98224
3,2021-07-30 01:05:54,22.57,23.45,1015.0,41.822006,52.587685,25.692463,51.487385,117.958435,143.13297,42.693287,130.52068,52.621975
5,2021-07-30 05:15:48,20.93,22.07,860.0,60.335327,79.638145,43.556774,79.62152,113.23652,146.6466,47.40248,116.083786,79.63835
5,2021-07-30 05:46:04,21.07,22.21,830.0,59.860153,81.81566,45.905823,81.54707,112.26256,146.21468,50.024185,116.543594,81.816444
3,2021-07-30 06:39:10,22.19,23.146,1014.0,47.274532,67.22876,37.422108,66.343704,113.90893,143.38469,51.80966,126.07365,67.23547
1,2021-07-30 07:59:14,21.11,22.13,1002.0,84.20609,122.385826,73.11153,120.774345,105.037796,150.63878,55.058567,116.80618,122.38696
4,2021-07-30 08:02:21,22.83,22.87,376.0,69.40714,102.44898,62.65277,101.42619,108.16837,146.8493,54.787094,125.43111,103.61823
6,2021-07-30 08:02:38,21.17,21.59,972.0,76.48182,105.855576,56.740746,105.163826,108.21284,151.9009,50.64743,132.99161,108.33242
2,2021-07-30 08:03:16,22.17,23.03,972.0,87.17583,113.94168,67.59445,114.25889,109.79741,150.62552,45.42046,115.5595,117.5095
1,2021-07-30 08:59:51,21.01,22.05,998.0,88.983154,132.4721,74.59175,129.51543,101.91115,154.36852,53.80217,122.80747,132.48293
4,2021-07-30 09:03:03,22.83,22.89,374.0,76.76204,109.12865,63.00583,108.09632,107.70543,150.0448,49.123367,126.05919,111.04302
6,2021-07-30 09:03:10,20.89,21.55,912.0,81.4418,117.54788,58.955162,115.64087,104.6044,155.87299,50.03014,140.91615,120.08525
2,2021-07-30 09:04:16,22.07,23.17,980.0,92.66357,124.7132,69.464935,123.518425,106.807106,154.32294,45.297554,123.88614,127.54416
3,2021-07-30 09:10:58,22.07,23.25,1013.0,72.79021,105.308784,55.515305,104.01064,106.64224,152.06367,51.230885,136.05394,105.9386
5,2021-07-30 09:14:46,20.71,21.97,754.0,86.891205,126.57624,64.9661,123.59891,102.8822,156.65393,47.84557,132.48676,127.36986
3,2021-07-30 09:41:23,22.17,23.27,1014.0,79.25593,111.63957,56.95717,110.286476,106.09762,154.41614,49.312054,138.49622,112.334114
5,2021-07-30 09:45:03,20.83,22.13,864.0,89.58705,128.37901,64.92806,125.50107,102.98816,157.59843,46.717796,133.59238,129.34688
1,2021-07-30 10:00:27,20.81,21.91,1015.0,92.17351,134.63947,71.1427,131.51851,101.5451,157.26114,51.063313,129.58386,134.88263
6,2021-07-30 10:03:43,20.89,21.61,937.0,82.937836,118.3819,58.18007,116.457,104.70428,156.72891,48.16013,142.09924,121.216446
4,2021-07-30 10:03:45,22.99,22.97,387.0,76.76307,106.006516,58.50754,105.27968,108.65317,151.10658,45.74205,127.9014,108.46528
2,2021-07-30 10:05:14,22.13,23.37,990.0,91.58204,123.840805,69.79007,122.46376,106.89397,153.6612,45.30224,122.01953,126.43666
3,2021-07-30 10:11:45,22.07,23.31,1014.0,79.14194,111.07997,56.583454,109.80537,106.266785,154.39165,49.143784,138.08945,111.77699
5,2021-07-30 10:15:36,20.71,22.05,863.0,87.00893,125.81275,64.52707,122.89519,103.37457,156.54913,46.513924,132.25478,127.07328
3,2021-07-30 11:14:04,22.13,23.41,1012.0,82.7458,114.16111,53.73475,112.58151,106.042366,157.09694,46.390167,149.89284,115.43745
5,2021-07-30 11:16:12,20.81,22.13,866.0,84.18903,119.88489,62.640427,117.359436,105.99837,154.61037,44.464085,136.98427,123.7208
5,2021-07-30 12:47:21,21.23,22.59,847.0,82.395226,115.76019,58.881485,113.2289,107.10377,154.53365,42.871716,142.55542,119.91693
3,2021-07-30 12:47:51,22.65,23.93,1013.0,82.99326,114.485176,54.48712,112.8689,106.00637,156.8987,46.597122,148.02203,115.64973
1,2021-07-30 13:03:01,20.93,22.21,1015.0,94.01948,134.97327,69.72889,131.93799,101.86121,158.26033,49.636482,131.88849,135.23936
5,2021-07-30 13:17:42,22.47,23.03,1015.0,94.388664,135.81187,62.913296,132.04736,101.0395,161.61787,45.26161,143.90388,136.74187
3,2021-07-30 13:19:15,22.95,24.09,1010.0,87.11822,112.24515,55.17941,111.98585,109.02781,156.1277,44.018692,144.00142,115.72938
1,2021-07-30 13:33:39,21.23,22.45,1016.0,92.346794,130.78743,68.14136,127.764854,103.658195,156.9524,46.625954,132.16711,132.2498
6,2021-07-30 13:35:41,21.71,22.27,1014.0,80.90983,104.25846,49.87091,103.79901,110.78684,154.95421,39.519962,143.16684,109.88745
4,2021-07-30 13:37:00,23.714,23.79,382.0,80.308556,102.82413,51.988037,102.35185,111.458115,153.21928,37.497974,137.7986,107.15289
2,2021-07-30 13:42:04,22.81,24.35,1003.0,79.20568,111.042366,59.577328,108.80796,107.74112,152.36354,44.332447,135.93079,113.20472
1,2021-07-30 14:04:17,21.21,22.45,1015.0,91.37397,129.04062,66.64502,126.08972,103.990204,156.94382,45.9547,133.26256,130.63177
6,2021-07-30 14:06:01,21.49,22.07,1015.0,83.5989,105.00973,51.09235,104.90817,111.56715,154.949,38.995132,140.56396,110.77435
4,2021-07-30 14:07:24,23.85,23.93,380.0,80.42341,106.04508,53.99957,105.01826,109.84755,153.49113,39.630318,134.84496,109.17982
2,2021-07-30 14:12:59,22.69,24.33,1003.0,84.96514,118.28378,62.72849,115.56697,106.55917,154.05939,44.402683,133.63689,119.791534
3,2021-07-30 14:21:43,22.83,24.19,1015.0,92.25098,119.89595,60.314472,119.4328,107.37329,157.24632,47.084953,140.80164,122.23005
5,2021-07-30 14:25:38,22.07,22.57,1015.0,94.15399,135.98955,64.48861,132.03188,100.92673,160.9918,46.050594,141.0852,136.51324
1,2021-07-30 14:34:50,21.29,22.554,1015.0,91.77271,128.8835,66.91024,126.02327,104.22857,156.79318,45.97203,132.38629,130.42078
6,2021-07-30 14:36:22,21.51,22.01,1015.0,87.2813,113.00734,53.812412,112.241646,108.96392,157.1129,41.85147,143.04088,117.440186
4,2021-07-30 14:37:47,23.99,24.09,378.0,84.601585,113.966835,58.02606,112.35192,107.70802,154.99814,42.285713,134.86368,115.95201
1,2021-07-30 15:05:30,21.29,22.61,1015.0,93.74857,131.66081,68.59076,128.7686,103.68656,157.27756,46.611427,131.52542,133.21759
6,2021-07-30 15:06:42,21.51,22.09,1015.0,88.41685,115.53658,54.47695,114.528854,108.11919,157.87114,42.744774,144.23251,119.55116
4,2021-07-30 15:08:09,24.15,24.21,378.0,85.89639,115.55743,58.599857,113.92322,107.435265,155.45667,42.440636,135.25822,117.447426
2,2021-07-30 15:14:48,22.71,24.51,1004.0,83.87893,118.583275,63.90006,115.69992,106.13234,153.49164,45.511536,131.36302,119.93287
3,2021-07-30 15:24:14,22.99,24.35,1003.0,89.28963,119.79312,59.729603,118.496735,106.29059,157.08037,45.787113,139.07875,120.95491
5,2021-07-30 15:26:22,22.13,22.65,1014.0,99.01977,144.27681,67.867714,139.85478,98.84439,163.013,48.057457,144.16998,144.28369
1,2021-07-30 16:06:37,21.39,22.67,1015.0,91.56143,133.87184,69.75906,130.06354,102.17185,157.21078,48.2284,134.15916,135.19965
6,2021-07-30 16:07:16,21.73,22.23,1014.0,84.337135,109.66998,52.187202,108.98849,109.44726,156.24666,40.535904,143.85422,114.54819
4,2021-07-30 16:08:59,24.11,24.23,376.0,81.76984,106.28452,54.665806,105.53874,110.491165,153.37033,38.66107,135.05746,110.0531
5,2021-07-29 08:57:56,21.73,21.83,996.0,90.869026,134.83295,68.3136,131.04915,100.52699,158.55739,49.892403,135.3594,134.97737
2,2021-07-29 09:09:54,21.79,22.93,993.0,86.48657,122.91539,66.119446,120.689835,104.90702,154.71556,47.795197,129.42812,124.45954
3,2021-07-29 09:13:47,22.51,23.47,1015.0,84.59605,113.83865,56.000633,112.96327,106.923065,156.29825,46.26306,139.91049,114.57344
1,2021-07-29 09:14:53,21.17,22.09,1012.0,90.58566,134.73508,71.82448,131.4456,100.94029,156.8254,51.949978,127.33299,134.77666
4,2021-07-29 09:18:18,22.95,22.97,448.0,79.51723,109.86721,60.054325,108.991714,107.8868,152.13603,45.482964,126.74527,112.0419
6,2021-07-29 09:19:29,21.07,21.83,964.0,87.09977,126.10157,63.046818,123.63179,103.05084,157.67989,49.925205,140.45906,128.79752
2,2021-07-29 11:13:01,22.11,23.37,981.0,79.98807,115.61999,61.941257,113.346375,105.787735,153.28514,48.506313,133.5873,117.60658
5,2021-07-29 11:14:24,22.29,22.39,1009.0,86.04607,128.23434,65.14841,124.18591,101.99015,156.8846,47.735058,137.17528,128.9246
1,2021-07-29 11:16:12,21.21,22.21,1015.0,90.247734,135.38358,72.00153,131.85905,100.63888,156.87483,52.535686,130.21916,135.48204
3,2021-07-29 11:17:28,22.71,23.91,1002.0,78.17786,112.84961,58.778633,111.02591,105.466286,153.72084,50.036,138.3875,112.968575
4,2021-07-29 11:19:41,23.33,23.39,417.0,78.53788,113.536575,68.8467,112.15026,107.25655,148.9534,50.24973,122.58257,115.69381
6,2021-07-29 11:20:37,21.67,22.23,961.0,82.5928,116.438354,67.35783,115.91549,107.76688,151.37163,54.529766,136.90355,123.14934
3,2021-07-29 12:19:22,23.09,24.33,1015.0,85.21084,123.12616,58.204094,120.42923,102.99574,158.52873,48.641827,149.37715,123.81645
4,2021-07-29 12:20:28,23.79,23.83,390.0,80.64883,107.38111,62.34479,107.611755,110.69888,149.72795,60.044403,132.11995,113.293236
6,2021-07-29 12:21:14,21.97,22.61,883.0,89.88748,117.64683,61.066296,117.710655,108.81873,155.73544,49.0092,143.23808,124.65077
5,2021-07-29 14:16:39,21.37,22.99,875.0,86.50992,126.28985,63.76251,122.62525,102.95551,156.90872,46.669407,135.48053,126.8895
2,2021-07-29 14:17:54,22.25,23.87,993.0,85.70057,116.60401,63.97997,115.11754,107.46619,153.08797,44.126587,124.581375,118.48623
1,2021-07-29 14:18:33,21.39,22.75,1013.0,88.33665,131.99782,67.612175,128.53148,100.9513,157.54457,51.453686,135.00801,132.04683
4,2021-07-29 14:22:21,23.71,23.97,405.0,72.060936,97.14588,52.264202,96.545975,111.00577,150.25613,41.6512,133.86536,100.770836
6,2021-07-29 14:22:28,21.83,22.454,955.0,83.76219,108.58657,54.588703,108.858055,110.898285,154.61835,45.442783,154.75058,116.954414
3,2021-07-29 14:23:29,23.05,24.33,1007.0,77.754036,110.860405,56.498703,109.36298,106.029724,154.09238,49.58392,142.78262,111.81752
5,2021-07-29 14:46:57,21.45,23.07,815.0,92.4476,132.97134,65.567795,129.00851,101.96709,159.1371,46.17401,136.79477,133.3583
1,2021-07-29 14:48:57,21.43,22.77,962.0,98.30283,138.65361,71.08743,135.4588,101.74803,159.36821,48.527565,131.48886,138.82838
2,2021-07-29 14:49:21,22.31,24.19,986.0,86.16632,122.24293,66.244415,119.4481,105.08654,154.06607,47.89471,130.38356,122.7552
3,2021-07-29 16:27:49,23.05,24.15,984.0,90.3063,119.123886,57.376434,118.29026,106.84883,158.02332,46.254696,147.36397,121.493416
3,2021-07-29 18:01:38,23.39,24.39,1015.0,74.95216,108.32389,57.916946,106.99813,106.32774,152.21655,51.485886,134.8932,108.99203
1,2021-07-29 19:22:17,22.07,22.99,1015.0,86.21047,108.88123,58.51138,109.49116,110.31252,153.04352,45.251152,116.82429,108.895065
6,2021-07-29 19:25:20,22.31,22.63,942.0,61.867325,78.089485,43.41647,78.247086,114.77059,146.16966,48.615593,120.78479,80.68363
4,2021-07-29 19:25:56,23.63,23.65,372.0,43.549137,59.726387,32.596924,58.68832,115.65848,142.42667,49.749313,122.868065,59.728996
2,2021-07-29 19:26:00,22.81,23.65,981.0,73.11499,96.636406,55.82728,96.749115,111.219444,148.26318,49.15604,113.469574,96.69462
3,2021-07-29 23:35:04,22.83,23.566,1013.0,41.228523,53.426807,25.702044,52.257015,117.17479,143.48004,45.756634,135.07567,54.200996
5,2021-07-29 23:35:25,21.77,22.87,858.0,57.496918,76.00631,41.639545,76.03712,113.676605,145.98154,46.965733,115.42636,76.008354
1,2021-07-30 00:25:01,21.79,22.81,1003.0,87.42941,108.91667,63.360245,109.80409,111.39319,150.54584,45.598934,103.96122,108.91667
6,2021-07-30 00:28:09,21.83,22.15,926.0,56.07743,69.04454,38.50012,69.12182,116.472885,144.59665,45.213142,116.347084,70.50313
4,2021-07-30 00:28:25,22.95,23.09,389.0,39.939632,54.086723,27.9183,52.681652,116.5019,142.36,46.855698,124.907036,54.08719
2,2021-07-30 00:28:48,22.47,23.29,975.0,72.96258,90.209076,52.762577,91.53113,114.04159,147.25558,44.95041,103.89844,90.209076
3,2021-07-30 00:35:37,22.63,23.47,1008.0,40.552418,52.784718,25.438822,51.38489,117.203255,143.21951,44.18051,132.34674,52.79247
5,2021-07-30 00:35:55,21.61,22.77,808.0,57.79116,75.82885,41.691483,75.936165,113.9109,145.9011,46.700478,114.821556,75.83075
3,2021-07-30 02:06:28,22.41,23.39,1015.0,41.3937,51.722874,25.876549,50.791786,118.287735,142.67378,45.25587,129.95198,52.53965
5,2021-07-30 03:44:00,21.23,22.37,872.0,59.288467,77.34708,41.07165,77.40353,113.626205,147.02159,45.76498,119.35032,77.349815
1,2021-07-30 05:58:03,21.43,22.382,1012.0,84.67848,108.90116,58.941505,109.225685,109.77411,152.58647,46.856976,115.27049,108.90116
4,2021-07-30 06:01:08,22.71,22.73,374.0,42.938282,62.04955,36.27931,60.860176,114.74329,141.31549,53.540154,121.4985,62.04993
6,2021-07-30 06:01:11,21.15,21.65,913.0,63.663853,80.10535,45.587093,80.33247,114.784546,145.9587,49.092247,117.85105,82.75179
2,2021-07-30 06:01:54,22.23,23.03,998.0,75.45767,96.5505,53.32494,96.86062,111.74696,149.79602,45.983856,114.8722,96.55785
5,2021-07-30 06:16:20,21.01,22.13,872.0,61.036644,84.01469,48.095764,83.77248,111.93947,146.06592,50.799515,116.48998,84.017654
1,2021-07-30 06:28:18,21.23,22.23,1003.0,85.238365,108.26046,56.243694,108.76772,109.95488,153.88193,44.940525,120.6446,108.260475
4,2021-07-30 06:31:26,22.65,22.67,376.0,45.34966,64.18195,36.762306,63.196327,114.57489,142.26312,51.697376,121.63479,64.184364
6,2021-07-30 06:31:35,20.95,21.49,947.0,64.29423,81.70423,47.00534,81.95879,114.46864,145.91795,50.111736,119.08178,84.561295
2,2021-07-30 06:32:13,22.07,22.99,992.0,77.50517,103.78513,58.01586,103.55001,109.44363,150.49791,48.441795,116.88118,103.80807
1,2021-07-30 06:58:36,21.23,22.15,1014.0,75.13125,109.89062,75.187126,109.35298,108.52809,143.49905,61.360657,106.55001,110.09281
4,2021-07-30 07:01:44,22.69,22.71,382.0,59.671284,88.52733,54.297787,87.71629,110.244606,144.51326,55.81496,125.11777,88.63483
6,2021-07-30 07:02:06,21.01,21.47,936.0,70.0393,95.36826,62.27569,95.39786,112.29806,143.95583,57.326492,118.42039,98.623695
2,2021-07-30 07:02:34,22.13,23.01,994.0,80.92415,115.53784,69.65956,114.34088,106.59241,149.45963,53.56654,114.16938,115.85024
1,2021-07-30 07:28:55,21.15,22.15,1005.0,79.84637,118.849724,84.588135,117.892746,107.36084,142.67722,63.78035,105.92557,119.00001
4,2021-07-30 07:32:03,22.71,22.77,360.0,65.13874,93.25941,57.60476,92.92291,110.5542,145.32187,53.572445,124.87682,94.84183
6,2021-07-30 07:32:22,21.01,21.51,947.0,73.848175,100.825645,55.9713,100.50034,109.668816,150.02156,51.20533,129.36577,103.30166
2,2021-07-30 07:32:55,22.17,23.01,992.0,87.50657,113.25347,68.20095,113.91375,110.371216,150.09756,45.815575,114.52187,117.09793
3,2021-07-30 07:39:50,22.19,23.21,1014.0,61.554623,89.17623,47.035385,88.26704,109.41059,148.82037,50.876614,135.4867,89.23837
3,2021-07-30 08:10:09,22.23,23.23,992.0,61.125607,89.34288,48.255074,88.3665,109.33688,148.19896,51.883717,133.68309,89.34958
2,2021-07-29 10:42:02,21.79,23.25,990.0,79.84667,114.28427,59.59275,111.570816,106.26295,153.63754,45.046085,139.13867,116.11511
5,2021-07-29 10:44:03,22.17,22.23,1012.0,84.537056,124.72181,61.289814,120.71793,103.040825,157.0726,45.776768,142.85103,126.209114
1,2021-07-29 10:45:51,21.17,22.17,1014.0,91.92427,136.40236,70.4959,132.77644,100.46622,158.19014,51.12283,132.23187,136.4646
3,2021-07-29 10:46:55,22.59,23.75,1014.0,86.90488,121.60558,57.42607,119.59666,104.401375,158.43112,48.9154,150.62921,123.18711
4,2021-07-29 10:49:21,23.27,23.35,422.0,79.11895,107.528595,57.325603,106.60447,108.88524,152.42284,43.04185,131.73343,110.48351
6,2021-07-29 10:50:20,21.45,22.13,949.0,86.80587,115.80772,60.01708,115.50326,108.98559,155.04666,48.06713,147.423,123.651146
3,2021-07-29 21:33:56,22.77,23.71,1015.0,43.075924,54.33199,27.64327,53.518246,117.79366,142.93526,46.205563,127.0929,55.13271
3,2021-07-29 22:04:13,22.69,23.61,970.0,41.066338,53.173695,26.839567,51.907513,117.420944,142.65068,44.5379,126.10134,53.181755
1,2021-07-30 02:26:09,21.73,22.63,1015.0,87.675064,108.72995,62.8087,109.68772,111.51824,150.81842,45.212364,104.99609,108.72995
6,2021-07-30 02:29:12,21.51,21.97,892.0,56.552425,69.34991,39.10445,69.53828,116.58564,144.45284,45.04138,114.95079,70.813934
4,2021-07-30 02:29:22,22.81,22.87,381.0,40.1686,53.209652,27.485008,51.90519,117.0542,142.2344,45.90257,124.80245,53.21233
2,2021-07-30 02:29:57,22.29,23.13,985.0,69.83764,86.52736,51.100887,87.82477,114.51125,146.32777,45.213516,102.849754,86.52736
1,2021-07-30 02:56:26,21.55,22.59,1015.0,89.61369,109.73733,62.74698,110.81326,111.78633,151.41608,44.33224,106.02848,109.73733
6,2021-07-30 02:59:29,21.37,21.87,936.0,56.197,69.13079,40.074203,69.27843,116.717026,143.72319,46.01491,110.42358,70.679214
4,2021-07-30 02:59:37,22.71,22.77,362.0,40.411774,53.31583,27.341927,52.04348,117.077805,142.39378,45.650787,125.91593,53.317684
2,2021-07-30 03:00:14,22.29,23.09,993.0,73.831314,89.65363,52.744896,91.23982,114.71825,147.12335,43.92078,103.037254,89.65363
3,2021-07-30 03:07:02,22.35,23.23,988.0,40.4253,52.412,25.952257,51.045177,117.437355,142.74335,44.39572,128.8746,52.421314
5,2021-07-30 03:13:45,21.27,22.39,758.0,58.67816,76.21457,41.69344,76.42499,114.076225,146.16223,46.01783,115.51019,76.21747
1,2021-07-30 03:26:43,21.49,22.51,1013.0,88.053185,110.88838,64.65823,111.479225,110.802505,150.68939,46.53274,103.40912,110.88838
6,2021-07-30 03:29:45,21.29,21.75,895.0,56.380383,68.86668,39.245495,69.07118,116.81792,144.12486,45.09876,113.17098,70.37236
4,2021-07-30 03:29:50,22.63,22.69,369.0,40.77125,53.579098,26.804348,52.333515,117.00165,142.85933,45.045914,129.6005,53.599285
2,2021-07-30 03:30:31,22.215,23.03,996.0,72.66341,88.94682,52.111626,90.37772,114.524155,147.0429,44.400326,103.55425,88.94682
1,2021-07-30 03:57:01,21.43,22.45,1013.0,87.57242,111.31481,63.83783,111.80142,110.27866,151.2573,46.614124,105.81757,111.31481
6,2021-07-30 04:00:01,21.23,21.73,972.0,56.14297,69.09739,39.2606,69.26629,116.57974,144.20578,45.32933,113.64112,70.53081
4,2021-07-30 04:00:05,22.69,22.63,363.0,40.436657,53.11896,27.501724,51.87201,117.23204,142.20831,45.54581,124.625305,53.121986
2,2021-07-30 04:00:49,22.13,22.97,971.0,68.42242,84.04802,49.67632,85.39716,115.0831,145.9441,44.73287,102.76295,84.04802
1,2021-07-30 04:27:18,21.27,22.29,1015.0,87.78745,109.9736,63.467495,110.775734,111.00717,150.9726,45.77915,105.15969,109.9736
6,2021-07-30 04:30:17,21.01,21.55,883.0,55.502857,69.355675,39.851517,69.34369,116.26417,143.87302,46.584427,111.42867,70.73861
4,2021-07-30 04:30:19,22.57,22.57,367.0,40.45158,53.32593,26.722595,52.027805,117.00243,142.74883,45.26988,129.12863,53.332275
2,2021-07-30 04:31:06,22.05,22.85,989.0,72.29933,89.43679,52.255253,90.71847,114.12485,147.12016,45.070335,103.85862,89.43679
1,2021-07-30 04:57:33,21.17,22.23,1003.0,87.40981,109.33219,62.221554,109.966415,111.05113,151.27777,45.93725,106.39691,109.332245
4,2021-07-30 05:00:33,22.51,22.47,378.0,38.958637,52.21708,27.032063,50.689587,117.049614,141.82849,47.01873,124.91383,52.21734
6,2021-07-30 05:00:34,21.07,21.51,968.0,58.48183,71.4875,41.67883,71.635,116.6204,144.01784,46.58984,109.74795,73.472916
2,2021-07-30 05:01:22,21.91,22.79,1004.0,73.60436,89.482796,50.520805,90.8987,114.42838,148.22557,43.52031,109.3912,89.48295
1,2021-07-30 05:27:48,21.29,22.39,1015.0,87.880905,109.80397,59.867275,110.47258,110.70186,152.78531,45.024086,112.838135,109.804085
4,2021-07-30 05:30:48,22.59,22.65,377.0,40.57394,55.094166,29.214876,53.737423,116.4429,142.01782,48.38998,123.96842,55.095776
6,2021-07-30 05:30:50,21.05,21.55,911.0,61.489887,74.42878,42.51423,74.708084,116.39811,145.0813,46.47806,113.14223,76.94538
2,2021-07-30 05:31:38,22.154,22.91,966.0,72.21499,88.772385,49.732937,89.77469,114.16331,148.09953,44.521454,109.72152,88.772545
5,2021-07-30 07:47:10,20.73,21.99,843.0,82.35438,119.25663,65.814285,117.325294,105.03484,153.01729,49.56215,127.2444,120.42929
1,2021-07-30 08:29:33,21.15,22.07,1005.0,88.94011,134.91736,78.443565,131.70435,101.349174,153.33127,55.74373,121.21489,134.92471
4,2021-07-30 08:32:39,22.81,22.87,358.0,72.99534,109.43419,66.38706,107.89624,106.42048,148.07333,55.63462,124.52872,110.0716
6,2021-07-30 08:32:53,21.01,21.55,968.0,80.0241,116.437225,62.234493,114.654,105.10236,153.63647,52.12243,135.86221,118.83683
2,2021-07-30 08:33:41,22.206,23.09,972.0,88.32969,116.327065,67.65506,116.244835,109.06848,151.6182,44.639824,117.06073,119.7867
3,2021-07-30 08:40:33,22.19,23.25,1014.0,70.09798,99.85184,52.32219,98.95301,107.949684,151.27866,50.570614,136.4316,100.48978
5,2021-07-30 08:44:29,20.67,21.95,823.0,85.27583,130.18085,69.964195,126.522575,101.34149,155.39075,51.038837,131.03424,130.94688
1,2021-07-30 09:30:09,20.95,22.01,1014.0,90.02262,132.44556,71.70612,129.489,101.851776,155.92735,52.048325,126.13023,132.46823
4,2021-07-30 09:33:24,22.83,22.97,378.0,77.15462,107.63339,60.736423,106.80539,108.3126,150.6482,46.940407,126.374626,109.985115
6,2021-07-30 09:33:26,20.95,21.59,956.0,82.551414,120.00146,60.418,117.87548,103.92562,156.24828,50.68685,140.6887,122.412796
2,2021-07-30 09:34:42,22.17,23.29,985.0,92.26532,125.49954,69.911415,123.940414,106.32466,154.30966,45.74107,123.76266,127.89428
1,2021-07-30 10:30:50,20.71,21.85,1005.0,92.72595,131.54138,69.478905,128.91702,103.298805,156.87233,47.93402,128.91989,132.71452
6,2021-07-30 10:33:59,20.77,21.55,969.0,84.4046,122.98737,60.20079,120.51588,103.10337,157.68193,49.912422,143.46947,125.32749
4,2021-07-30 10:34:05,24.938,22.95,379.0,79.631836,105.02464,56.144615,104.75474,110.10354,152.15149,41.459717,129.26933,108.37759
2,2021-07-30 10:35:42,22.162,23.43,994.0,89.87617,123.68476,69.06613,121.874,106.292114,153.74649,45.640263,123.75309,126.05926
1,2021-07-30 11:31:33,20.95,22.01,1010.0,93.229385,135.8014,70.86314,132.49829,101.24165,157.92026,50.568058,130.20554,135.87502
