plantID,datetimeRecorded,leafTemp,ambientTemp,soilMoisture,redStrength,greenStrength,blueStrength,lightnessStrength,greenMagentaStrength,blueYellowStrength,hueStrength,saturationStrength,valueStrength
2,2021-07-28 00:57:36,22.87,23.71,1005.0,72.58511,87.02932,52.840282,88.86182,115.60684,145.95514,43.404255,100.083115,87.02932
5,2021-07-28 00:58:10,22.81,23.31,1004.0,55.65498,71.87556,37.155704,71.945564,114.550125,146.60432,44.63421,124.12112,71.89448
6,2021-07-28 00:58:40,22.47,23.11,963.0,52.630104,64.434105,34.29201,64.2291,116.981804,144.65463,44.361942,123.721664,66.14374
1,2021-07-28 01:22:44,22.57,23.49,1003.0,81.99588,104.399414,61.24596,105.14273,111.28885,149.32922,46.999577,103.086174,104.399414
4,2021-07-28 01:26:57,23.59,23.61,560.0,44.342842,58.78473,29.76369,57.83841,115.98093,143.88197,45.635647,127.031624,58.785988
2,2021-07-28 01:27:56,22.83,23.69,1000.0,63.832687,80.018425,47.909496,81.032875,115.09382,144.76906,46.21883,101.50995,80.018425
5,2021-07-28 01:28:24,22.81,23.29,996.0,54.649902,70.8745,36.53603,70.84824,114.5832,146.41484,44.808716,124.448166,70.8871
6,2021-07-28 01:28:55,22.35,23.03,879.0,53.618057,64.28695,33.95918,64.29049,117.468475,144.91096,42.961853,125.10741,66.01844
1,2021-07-28 02:53:33,22.41,23.17,1015.0,88.65243,111.541756,63.35687,112.05463,110.554245,151.65747,45.96348,106.75973,111.541756
4,2021-07-28 02:57:42,23.286,23.33,508.0,44.88432,58.454945,29.753815,57.654705,116.42257,143.81175,44.905613,126.16429,58.459103
2,2021-07-28 02:58:52,22.59,23.49,991.0,70.834656,87.254364,50.686657,88.273415,114.510574,146.87569,44.898483,104.365906,87.254364
5,2021-07-28 02:59:06,22.47,22.91,1000.0,54.581932,71.662766,37.81153,71.575134,114.28405,146.01009,45.90097,121.13676,71.67035
6,2021-07-28 02:59:38,22.17,22.73,938.0,52.01021,64.43156,34.267807,64.12399,116.692154,144.61522,44.894566,124.10209,66.06586
3,2021-07-28 03:03:46,22.99,23.89,1005.0,48.410343,63.41786,34.46223,62.913147,115.86955,143.59729,46.689716,115.25442,63.419277
1,2021-07-28 04:24:23,21.97,22.85,1004.0,89.14449,111.55583,62.49968,112.13186,110.62479,152.1729,45.3228,108.841095,111.55583
4,2021-07-28 04:28:26,23.05,23.05,496.0,43.412766,57.432068,29.49307,56.440926,116.29782,143.34671,45.76241,125.253334,57.433228
2,2021-07-28 04:29:48,22.25,23.11,991.0,64.05359,78.67877,47.658733,79.95097,115.90545,144.36934,45.134575,99.88026,78.67877
5,2021-07-28 04:29:48,22.05,22.49,1001.0,55.38457,72.53104,37.369778,72.460655,114.09284,146.71503,45.292957,124.305885,72.54332
6,2021-07-28 04:30:22,21.83,22.45,955.0,53.047695,65.72573,34.997753,65.513145,116.51969,144.87363,44.808792,123.734886,67.37049
3,2021-07-28 04:34:46,22.71,23.61,964.0,48.11542,63.326733,34.34486,62.773193,115.77975,143.59784,46.84571,115.6117,63.328533
1,2021-07-28 04:54:39,22.17,23.05,1015.0,82.86528,104.37402,60.191574,105.27821,111.50556,150.00696,45.861275,105.80764,104.37402
4,2021-07-28 04:58:40,23.11,23.17,485.0,43.747627,57.68398,29.852892,56.748283,116.36221,143.28328,45.806248,124.00118,57.68528
5,2021-07-28 05:00:03,22.13,22.67,996.0,55.51092,73.00674,37.981827,72.922585,113.97561,146.5762,45.727757,122.915535,73.01567
2,2021-07-28 05:00:07,22.43,23.27,1003.0,65.74473,81.84764,49.03797,82.99265,115.038345,145.13771,45.74454,101.56012,81.84764
6,2021-07-28 05:00:38,21.91,22.59,961.0,54.111572,65.19686,34.903793,65.248276,117.299835,144.79984,43.473377,122.83817,67.00332
1,2021-07-28 05:55:09,22.07,22.91,1015.0,82.402275,111.96059,66.0161,111.884964,108.628815,149.94664,52.44594,115.777245,112.09089
